model,dataset,condition,score_key,successes,total,rate,cutoff_rate,accuracy_excluding_cutoffs,accuracy_delta_excluding_cutoffs,sample_interval_low,sample_interval_high,problem_count,problem_mean,problem_interval_low,problem_interval_high,min_samples_per_problem,max_samples_per_problem,mean_samples_per_problem,failures,cutoffs,max_tokens,max_model_length,temperature,top_p,n_samples,num_distractors,file,path
claude-opus-4-6,MathArena_aime_2025,split_reversal,correct,0,240,0.0,0.0,0.0,0.0,0.0,0.015754489799935698,30,0.0,0.0,0.0,8,8,8.0,240,0,,,,,,,claude-opus-4-6_MathArena_aime_2025_split_reversal_20260501_145916.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/split_reversal/results/claude-opus-4-6/MathArena_aime_2025/claude-opus-4-6_MathArena_aime_2025_split_reversal_20260501_145916.json
claude-opus-4-6,MathArena_aime_2025,word_reversal,correct,16,240,0.06666666666666667,0.0,0.06666666666666667,0.0,0.041448541622887115,0.10553868287039048,30,0.06666666666666667,0.0,0.16666666666666666,8,8,8.0,224,0,,,,,,,claude-opus-4-6_MathArena_aime_2025_word_reversal_20260501_145916.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/word_reversal/results/claude-opus-4-6/MathArena_aime_2025/claude-opus-4-6_MathArena_aime_2025_word_reversal_20260501_145916.json
claude-opus-4-6,MathArena_aime_2025,wrappers,correct,162,240,0.675,0.0,0.675,0.0,0.6133893964594783,0.7310965321105443,30,0.675,0.5083333333333333,0.8291666666666667,8,8,8.0,72,0,,,,,,,claude-opus-4-6_MathArena_aime_2025_wrappers_20260501_145916.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/wrappers/results/claude-opus-4-6/MathArena_aime_2025/claude-opus-4-6_MathArena_aime_2025_wrappers_20260501_145916.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:compound,correct,317,480,0.6604166666666667,0.00625,0.6645702306079665,0.004153563941299843,0.6169262801320241,0.7013597043719952,30,0.6604166666666667,0.5270833333333333,0.7833333333333333,16,16,16.0,0,3,,65536,0.6,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260322_064543.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/baseline/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/compound/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260322_064543.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,baseline:perturb,correct,319,480,0.6645833333333333,0.0,0.6645833333333333,0.0,0.6211863834018135,0.7053667695308817,30,0.6645833333333333,0.53125,0.7875,16,16,16.0,0,0,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/baseline/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/perturb/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_baseline_s42_20260304_164508.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,compound:d1,correct,308,480,0.6416666666666667,0.022916666666666665,0.6567164179104478,0.015049751243781051,0.5978000198903755,0.6832837066846029,30,0.6416666666666667,0.5020833333333333,0.7729166666666667,16,16,16.0,0,11,,131072,0.6,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_compound_s42_20260420_031412.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/compound/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_compound_s42_20260420_031412.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,compound:d2,correct,280,480,0.5833333333333334,0.041666666666666664,0.6065217391304348,0.023188405797101463,0.5387371022512139,0.6266062663223028,30,0.5833333333333334,0.45208333333333334,0.7020833333333333,16,16,16.0,0,20,,131072,0.6,,16,2,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_compound_s42_20260421_044241.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/compound/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_compound_s42_20260421_044241.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,compound:d3,correct,236,480,0.49166666666666664,0.04375,0.514161220043573,0.022494553376906368,0.4471862251538405,0.5362794379888078,30,0.49166666666666664,0.3625,0.6166666666666667,16,16,16.0,0,21,,131072,0.6,,16,3,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_compound_s42_20260422_232441.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/compound/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_compound_s42_20260422_232441.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,interleaved_context_line,correct,260,480,0.5416666666666666,0.0,0.5416666666666666,0.0,0.49693683056143856,0.5857348537253197,30,0.5416666666666666,0.40625,0.675,16,16,16.0,0,0,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_interleaved_context_line_s42_20260303_012527.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_line/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_interleaved_context_line_s42_20260303_012527.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,interleaved_context_symbol,correct,0,480,0.0,0.0020833333333333333,0.0,0.0,0.0,0.00793978855890027,30,0.0,0.0,0.0,16,16,16.0,2,1,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_interleaved_context_symbol_s42_20260303_012527.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_symbol/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_interleaved_context_symbol_s42_20260303_012527.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,interleaved_context_word,correct,68,480,0.14166666666666666,0.0,0.14166666666666666,0.0,0.11330998236063299,0.17571353277324547,30,0.14166666666666666,0.06458333333333334,0.23541666666666666,16,16,16.0,0,0,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_interleaved_context_word_s42_20260303_012527.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_word/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_interleaved_context_word_s42_20260303_012527.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,not_not,correct,273,480,0.56875,0.0,0.56875,0.0,0.5240711904337775,0.6123370886393736,30,0.56875,0.4395833333333333,0.69375,16,16,16.0,0,0,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_not_not_s42_20260311_194024.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/not_not/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_not_not_s42_20260311_194024.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,opposites,correct,256,480,0.5333333333333333,0.0,0.5333333333333333,0.0,0.4886142566433804,0.5775230907860264,30,0.5333333333333333,0.40208333333333335,0.6604166666666667,16,16,16.0,0,0,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_opposites_s42_20260303_012527.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/opposites/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_opposites_s42_20260303_012527.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,rail_fence,correct,2,480,0.004166666666666667,0.0020833333333333333,0.0041753653444676405,8.698677800973893e-06,0.0011433710133288482,0.01506358597424725,30,0.004166666666666667,0.0,0.010416666666666666,16,16,16.0,0,1,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_rail_fence_s42_20260303_012527.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/rail_fence/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_rail_fence_s42_20260303_012527.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,rectangle_perimeter,correct,1,480,0.0020833333333333333,0.0125,0.002109704641350211,2.637130801687749e-05,0.00036784473770553813,0.011705528035532646,30,0.0020833333333333333,0.0,0.00625,16,16,16.0,0,6,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_rectangle_perimeter_s42_20260313_043948.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/rectangle_perimeter/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_rectangle_perimeter_s42_20260313_043948.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,sentence_reversal,correct,232,480,0.48333333333333334,0.0020833333333333333,0.48434237995824636,0.0010090466249130237,0.43893747932518745,0.5279938469601092,30,0.48333333333333334,0.35625,0.6104166666666667,16,16,16.0,0,1,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_sentence_reversal_s42_20260312_030645.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/sentence_reversal/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_sentence_reversal_s42_20260312_030645.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,snake_horizontal,correct,4,480,0.008333333333333333,0.016666666666666666,0.00847457627118644,0.00014124293785310743,0.0032452534639503556,0.021228871952301574,30,0.008333333333333333,0.0020833333333333333,0.016666666666666666,16,16,16.0,0,8,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_snake_horizontal_s42_20260313_043948.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/snake_horizontal/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_snake_horizontal_s42_20260313_043948.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,snake_vertical,correct,0,480,0.0,0.020833333333333332,0.0,0.0,0.0,0.00793978855890027,30,0.0,0.0,0.0,16,16,16.0,0,10,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_snake_vertical_s42_20260313_043948.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/snake_vertical/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_snake_vertical_s42_20260313_043948.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,split_reversal,correct,24,480,0.05,0.0020833333333333333,0.05010438413361169,0.00010438413361169019,0.0338268772604763,0.07331893244253394,30,0.05,0.016666666666666666,0.09166666666666666,16,16,16.0,0,1,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_split_reversal_s42_20260303_012527.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/split_reversal/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_split_reversal_s42_20260303_012527.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,word_reversal,correct,106,480,0.22083333333333333,0.0,0.22083333333333333,0.0,0.18602175456041087,0.2600779607183084,30,0.22083333333333333,0.13541666666666666,0.31875,16,16,16.0,0,0,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_word_reversal_s42_20260303_012527.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/word_reversal/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_word_reversal_s42_20260303_012527.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,HuggingFaceH4_aime_2024,wrappers,correct,211,480,0.4395833333333333,0.0,0.4395833333333333,0.0,0.3958341283758239,0.4842919294083765,30,0.4395833333333333,0.31666666666666665,0.5666666666666667,16,16,16.0,0,0,,32000,,,16,32,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_wrappers_s42_20260303_012527.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/wrappers/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/HuggingFaceH4_aime_2024/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_HuggingFaceH4_aime_2024_wrappers_s42_20260303_012527.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:compound,correct,211,480,0.4395833333333333,0.029166666666666667,0.45278969957081544,0.013206366237482114,0.3958341283758239,0.4842919294083765,30,0.4395833333333333,0.30833333333333335,0.5729166666666666,16,16,16.0,0,14,,131072,0.6,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260502_130536.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/baseline/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/compound/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260502_130536.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,baseline:perturb,correct,236,480,0.49166666666666664,0.010416666666666666,0.4968421052631579,0.0051754385964912775,0.4471862251538405,0.5362794379888078,30,0.49166666666666664,0.36041666666666666,0.6229166666666667,16,16,16.0,0,5,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/baseline/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/perturb/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_baseline_s42_20260416_174756.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,compound:d1,correct,188,480,0.39166666666666666,0.041666666666666664,0.40869565217391307,0.017028985507246408,0.34902388240750626,0.43602973844692217,30,0.39166666666666666,0.26666666666666666,0.5229166666666667,16,16,16.0,0,20,,131072,0.6,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_compound_s42_20260402_002724.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/compound/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_compound_s42_20260402_002724.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,compound:d2,correct,166,480,0.3458333333333333,0.05416666666666667,0.3656387665198238,0.019805433186490473,0.3046576480077653,0.3894571201312289,30,0.3458333333333333,0.22708333333333333,0.4708333333333333,16,16,16.0,0,26,,131072,0.6,,16,2,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_compound_s42_20260404_164148.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/compound/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_compound_s42_20260404_164148.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,compound:d3,correct,138,480,0.2875,0.06041666666666667,0.30598669623059865,0.018486696230598676,0.24882307837740458,0.32955133176012796,30,0.2875,0.1875,0.39791666666666664,16,16,16.0,0,29,,131072,0.6,,16,3,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_compound_s42_20260407_135124.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/compound/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_compound_s42_20260407_135124.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,interleaved_context_line,correct,201,480,0.41875,0.0020833333333333333,0.4196242171189979,0.0008742171189978776,0.3754297999809714,0.4633604156598499,30,0.41875,0.28958333333333336,0.55,16,16,16.0,0,1,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_interleaved_context_line_s42_20260416_211207.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_line/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_interleaved_context_line_s42_20260416_211207.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,interleaved_context_symbol,correct,0,480,0.0,0.016666666666666666,0.0,0.0,0.0,0.00793978855890027,30,0.0,0.0,0.0,16,16,16.0,0,8,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_interleaved_context_symbol_s42_20260416_211207.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_symbol/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_interleaved_context_symbol_s42_20260416_211207.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,interleaved_context_word,correct,48,480,0.1,0.00625,0.10062893081761007,0.0006289308176100628,0.0762562681547226,0.13009556269239764,30,0.1,0.03125,0.18333333333333332,16,16,16.0,0,3,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_interleaved_context_word_s42_20260416_211207.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_word/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_interleaved_context_word_s42_20260416_211207.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,not_not,correct,177,480,0.36875,0.008333333333333333,0.37184873949579833,0.0030987394957983083,0.3267890991836461,0.4127950953130653,30,0.36875,0.25,0.49375,16,16,16.0,0,4,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_not_not_s42_20260416_174756.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/not_not/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_not_not_s42_20260416_174756.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,opposites,correct,200,480,0.4166666666666667,0.0020833333333333333,0.4175365344467641,0.0008698677800973997,0.3733937336776973,0.4612628977487861,30,0.4166666666666667,0.29791666666666666,0.5395833333333333,16,16,16.0,0,1,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_opposites_s42_20260416_174756.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/opposites/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_opposites_s42_20260416_174756.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,rail_fence,correct,0,480,0.0,0.022916666666666665,0.0,0.0,0.0,0.00793978855890027,30,0.0,0.0,0.0,16,16,16.0,2,11,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_rail_fence_s42_20260416_211207.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/rail_fence/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_rail_fence_s42_20260416_211207.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,rectangle_perimeter,correct,33,480,0.06875,0.00625,0.06918238993710692,0.0004323899371069112,0.0493692850970143,0.09497878253503719,30,0.06875,0.008333333333333333,0.14375,16,16,16.0,1,3,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_rectangle_perimeter_s42_20260417_131008.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/rectangle_perimeter/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_rectangle_perimeter_s42_20260417_131008.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,sentence_reversal,correct,162,480,0.3375,0.0020833333333333333,0.33820459290187893,0.0007045929018789088,0.2966363100745345,0.3809441212071082,30,0.3375,0.23125,0.4479166666666667,16,16,16.0,0,1,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_sentence_reversal_s42_20260416_211207.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/sentence_reversal/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_sentence_reversal_s42_20260416_211207.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,snake_horizontal,correct,14,480,0.029166666666666667,0.004166666666666667,0.029288702928870293,0.00012203626220362584,0.017451898420490063,0.04835806913914102,30,0.029166666666666667,0.00625,0.06041666666666667,16,16,16.0,0,2,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_snake_horizontal_s42_20260417_131008.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/snake_horizontal/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_snake_horizontal_s42_20260417_131008.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,snake_vertical,correct,0,480,0.0,0.029166666666666667,0.0,0.0,0.0,0.00793978855890027,30,0.0,0.0,0.0,16,16,16.0,0,14,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_snake_vertical_s42_20260417_131008.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/snake_vertical/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_snake_vertical_s42_20260417_131008.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,split_reversal,correct,2,480,0.004166666666666667,0.0125,0.004219409282700422,5.274261603375498e-05,0.0011433710133288482,0.01506358597424725,30,0.004166666666666667,0.0,0.010416666666666666,16,16,16.0,0,6,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_split_reversal_s42_20260416_211207.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/split_reversal/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_split_reversal_s42_20260416_211207.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,word_reversal,correct,42,480,0.0875,0.00625,0.0880503144654088,0.0005503144654088049,0.06538482635133043,0.11616549920976228,30,0.0875,0.03333333333333333,0.15208333333333332,16,16,16.0,0,3,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_word_reversal_s42_20260416_211207.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/word_reversal/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_word_reversal_s42_20260416_211207.json
deepseek-ai_DeepSeek-R1-Distill-Llama-70B,MathArena_aime_2025,wrappers,correct,142,480,0.29583333333333334,0.0020833333333333333,0.2964509394572025,0.0006176061238691855,0.2567528680695118,0.33815587892537247,30,0.29583333333333334,0.18541666666666667,0.4166666666666667,16,16,16.0,0,1,,32000,0.7,,16,1,deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_wrappers_s42_20260416_211207.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/wrappers/results/deepseek-ai_DeepSeek-R1-Distill-Llama-70B/MathArena_aime_2025/deepseek-ai_DeepSeek-R1-Distill-Llama-70B_MathArena_aime_2025_wrappers_s42_20260416_211207.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:compound,correct,240,240,1.0,0.0,1.0,0.0,0.9842455102000642,1.0,30,1.0,1.0,1.0,8,8,8.0,0,0,,,0.6,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260322_225946.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/baseline/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/compound/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260322_225946.json
