model,dataset,condition,score_key,successes,total,rate,cutoff_rate,accuracy_excluding_cutoffs,accuracy_delta_excluding_cutoffs,sample_interval_low,sample_interval_high,problem_count,problem_mean,problem_interval_low,problem_interval_high,min_samples_per_problem,max_samples_per_problem,mean_samples_per_problem,failures,cutoffs,max_tokens,max_model_length,temperature,top_p,n_samples,num_distractors,file,path
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,baseline:perturb,correct,119,120,0.9916666666666667,0.0,0.9916666666666667,0.0,0.9543025846256777,0.9985274821693252,30,0.9916666666666667,0.975,1.0,4,4,4.0,0,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/baseline/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/perturb/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_baseline_20260306_142122.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,compound:d3,correct,239,240,0.9958333333333333,0.0,0.9958333333333333,0.0,0.9767793433714805,0.9992641209102499,30,0.9958333333333333,0.9875,1.0,8,8,8.0,0,0,,,,,,3,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_compound_20260322_230040.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/compound/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_compound_20260322_230040.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,interleaved_context_line,correct,118,120,0.9833333333333333,0.0,0.9833333333333333,0.0,0.9412628731870861,0.9954175314588486,30,0.9833333333333333,0.95,1.0,4,4,4.0,1,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_interleaved_context_line_20260306_142122.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_line/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_interleaved_context_line_20260306_142122.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,interleaved_context_symbol,correct,74,120,0.6166666666666667,0.0,0.6166666666666667,0.0,0.5273391477284313,0.6987561223585186,30,0.6166666666666667,0.49166666666666664,0.7333333333333333,4,4,4.0,13,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_interleaved_context_symbol_20260305_203018.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_symbol/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_interleaved_context_symbol_20260305_203018.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,interleaved_context_word,correct,116,120,0.9666666666666667,0.0,0.9666666666666667,0.0,0.9174184205147198,0.9869626598330794,30,0.9666666666666667,0.925,1.0,4,4,4.0,1,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_interleaved_context_word_20260306_142122.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_word/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_interleaved_context_word_20260306_142122.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,not_not,correct,236,240,0.9833333333333333,0.0,0.9833333333333333,0.0,0.9579371621145085,0.9935001644122201,30,0.9833333333333333,0.95,1.0,8,8,8.0,2,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_not_not_20260311_185211.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/not_not/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_not_not_20260311_185211.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,opposites,correct,117,120,0.975,0.0,0.975,0.0,0.9290687625956524,0.9914619799012145,30,0.975,0.9416666666666667,1.0,4,4,4.0,3,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_opposites_20260306_142122.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/opposites/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_opposites_20260306_142122.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,rail_fence,correct,83,120,0.6916666666666667,0.0,0.6916666666666667,0.0,0.6041683512553176,0.7672738781732428,30,0.6916666666666667,0.5833333333333334,0.7916666666666666,4,4,4.0,13,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_rail_fence_20260306_142122.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/rail_fence/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_rail_fence_20260306_142122.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,rectangle_perimeter,correct,233,240,0.9708333333333333,0.0,0.9708333333333333,0.0,0.9410297384352175,0.9858014503365096,30,0.9708333333333333,0.9291666666666667,1.0,8,8,8.0,0,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_rectangle_perimeter_20260313_120310.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/rectangle_perimeter/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_rectangle_perimeter_20260313_120310.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,sentence_reversal,correct,235,240,0.9791666666666666,0.0,0.9791666666666666,0.0,0.9521659449970519,0.9910693356113429,30,0.9791666666666666,0.9416666666666667,1.0,8,8,8.0,0,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_sentence_reversal_20260312_022022.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/sentence_reversal/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_sentence_reversal_20260312_022022.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,snake_horizontal,correct,237,240,0.9875,0.0,0.9875,0.0,0.9638993626332216,0.9957400098118411,30,0.9875,0.9625,1.0,8,8,8.0,0,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_snake_horizontal_20260313_112436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/snake_horizontal/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_snake_horizontal_20260313_112436.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,snake_vertical,correct,156,240,0.65,0.0,0.65,0.0,0.5877224624898678,0.7075511905701515,30,0.65,0.5416666666666666,0.75,8,8,8.0,8,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_snake_vertical_20260313_120310.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/snake_vertical/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_snake_vertical_20260313_120310.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,split_reversal,correct,114,120,0.95,0.0,0.95,0.0,0.8951958053541377,0.9768859506955258,30,0.95,0.8916666666666667,0.9916666666666667,4,4,4.0,5,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_split_reversal_20260306_142122.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/split_reversal/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_split_reversal_20260306_142122.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,word_reversal,correct,117,120,0.975,0.0,0.975,0.0,0.9290687625956524,0.9914619799012145,30,0.975,0.95,1.0,4,4,4.0,3,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_word_reversal_20260305_203018.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/word_reversal/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_word_reversal_20260305_203018.json
gemini-3.1-pro-preview,HuggingFaceH4_aime_2024,wrappers,correct,117,120,0.975,0.0,0.975,0.0,0.9290687625956524,0.9914619799012145,30,0.975,0.9333333333333333,1.0,4,4,4.0,1,0,,,,,,,gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_wrappers_20260306_142122.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/wrappers/results/gemini-3.1-pro-preview/HuggingFaceH4_aime_2024/gemini-3.1-pro-preview_HuggingFaceH4_aime_2024_wrappers_20260306_142122.json
gemini-3.1-pro-preview,MathArena_aime_2025,baseline:compound,correct,235,240,0.9791666666666666,0.0,0.9791666666666666,0.0,0.9521659449970519,0.9910693356113429,30,0.9791666666666666,0.9375,1.0,8,8,8.0,0,0,65536,,0.6,0.95,,,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260502_163203.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/baseline/results/gemini-3.1-pro-preview/MathArena_aime_2025/compound/gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260502_163203.json
gemini-3.1-pro-preview,MathArena_aime_2025,baseline:perturb,correct,235,240,0.9791666666666666,0.0,0.9791666666666666,0.0,0.9521659449970519,0.9910693356113429,30,0.9791666666666666,0.9375,1.0,8,8,8.0,0,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/baseline/results/gemini-3.1-pro-preview/MathArena_aime_2025/perturb/gemini-3.1-pro-preview_MathArena_aime_2025_baseline_20260429_020137.json
gemini-3.1-pro-preview,MathArena_aime_2025,compound:d3,correct,202,210,0.9619047619047619,0.0,0.9619047619047619,0.0,0.9266409748980289,0.9805725887864929,30,0.9619047619047619,0.9047619047619048,1.0,7,7,7.0,0,0,,,,,,3,gemini-3.1-pro-preview_MathArena_aime_2025_compound_20260501_184556.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/compound/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_compound_20260501_184556.json
gemini-3.1-pro-preview,MathArena_aime_2025,interleaved_context_line,correct,208,210,0.9904761904761905,0.0,0.9904761904761905,0.0,0.9659454811957657,0.997384385397077,30,0.9904761904761905,0.9714285714285714,1.0,7,7,7.0,0,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_interleaved_context_line_20260429_145436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_line/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_interleaved_context_line_20260429_145436.json
gemini-3.1-pro-preview,MathArena_aime_2025,interleaved_context_symbol,correct,160,210,0.7619047619047619,0.0,0.7619047619047619,0.0,0.6999193608442992,0.8144800824819759,30,0.761904761904762,0.638095238095238,0.8666666666666667,7,7,7.0,1,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_interleaved_context_symbol_20260429_145436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_symbol/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_interleaved_context_symbol_20260429_145436.json
gemini-3.1-pro-preview,MathArena_aime_2025,interleaved_context_word,correct,200,210,0.9523809523809523,0.0,0.9523809523809523,0.0,0.914576263450007,0.9739318659317409,30,0.9523809523809524,0.8952380952380953,0.9952380952380953,7,7,7.0,0,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_interleaved_context_word_20260429_145436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_word/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_interleaved_context_word_20260429_145436.json
gemini-3.1-pro-preview,MathArena_aime_2025,not_not,correct,207,210,0.9857142857142858,0.0,0.9857142857142858,0.0,0.9588471765978211,0.9951299728436348,30,0.9857142857142858,0.9571428571428572,1.0,7,7,7.0,0,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_not_not_20260429_145436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/not_not/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_not_not_20260429_145436.json
gemini-3.1-pro-preview,MathArena_aime_2025,opposites,correct,203,210,0.9666666666666667,0.0,0.9666666666666667,0.0,0.9328047959061996,0.9837614849297089,30,0.9666666666666667,0.9,1.0,7,7,7.0,0,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_opposites_20260429_145436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/opposites/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_opposites_20260429_145436.json
gemini-3.1-pro-preview,MathArena_aime_2025,rail_fence,correct,153,210,0.7285714285714285,0.0,0.7285714285714285,0.0,0.6647201539124723,0.7842102693540951,30,0.7285714285714285,0.5904761904761905,0.8523809523809525,7,7,7.0,5,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_rail_fence_20260429_145436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/rail_fence/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_rail_fence_20260429_145436.json
gemini-3.1-pro-preview,MathArena_aime_2025,rectangle_perimeter,correct,201,210,0.9571428571428572,0.0,0.9571428571428572,0.0,0.9205691228738757,0.9772917236592593,30,0.9571428571428572,0.9,0.9952380952380953,7,7,7.0,0,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_rectangle_perimeter_20260429_145436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/rectangle_perimeter/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_rectangle_perimeter_20260429_145436.json
gemini-3.1-pro-preview,MathArena_aime_2025,sentence_reversal,correct,207,210,0.9857142857142858,0.0,0.9857142857142858,0.0,0.9588471765978211,0.9951299728436348,30,0.9857142857142858,0.9571428571428572,1.0,7,7,7.0,0,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_sentence_reversal_20260429_145436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/sentence_reversal/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_sentence_reversal_20260429_145436.json
gemini-3.1-pro-preview,MathArena_aime_2025,snake_horizontal,correct,208,210,0.9904761904761905,0.0,0.9904761904761905,0.0,0.9659454811957657,0.997384385397077,30,0.9904761904761905,0.9714285714285714,1.0,7,7,7.0,0,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_snake_horizontal_20260429_145436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/snake_horizontal/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_snake_horizontal_20260429_145436.json
gemini-3.1-pro-preview,MathArena_aime_2025,snake_vertical,correct,140,210,0.6666666666666666,0.0,0.6666666666666666,0.0,0.600418142474788,0.7269269578237506,30,0.6666666666666666,0.5190476190476191,0.8047619047619048,7,7,7.0,0,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_snake_vertical_20260429_145436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/snake_vertical/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_snake_vertical_20260429_145436.json
gemini-3.1-pro-preview,MathArena_aime_2025,split_reversal,correct,205,210,0.9761904761904762,0.0,0.9761904761904762,0.0,0.9454834680588895,0.9897882470797925,30,0.9761904761904762,0.9285714285714286,1.0,7,7,7.0,0,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_split_reversal_20260429_145436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/split_reversal/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_split_reversal_20260429_145436.json
gemini-3.1-pro-preview,MathArena_aime_2025,word_reversal,correct,204,210,0.9714285714285714,0.0,0.9714285714285714,0.0,0.9390777644527328,0.9868412335345624,30,0.9714285714285714,0.9142857142857143,1.0,7,7,7.0,0,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_word_reversal_20260429_145436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/word_reversal/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_word_reversal_20260429_145436.json
gemini-3.1-pro-preview,MathArena_aime_2025,wrappers,correct,208,210,0.9904761904761905,0.0,0.9904761904761905,0.0,0.9659454811957657,0.997384385397077,30,0.9904761904761905,0.9714285714285714,1.0,7,7,7.0,0,0,,,,,,,gemini-3.1-pro-preview_MathArena_aime_2025_wrappers_20260429_145436.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/wrappers/results/gemini-3.1-pro-preview/MathArena_aime_2025/gemini-3.1-pro-preview_MathArena_aime_2025_wrappers_20260429_145436.json
gpt-5.4,HuggingFaceH4_aime_2024,baseline:compound,correct,207,210,0.9857142857142858,0.0,0.9857142857142858,0.0,0.9588471765978211,0.9951299728436348,30,0.9857142857142858,0.9619047619047619,1.0,7,7,7.0,0,0,128000,,0.6,0.95,,,gpt-5.4_HuggingFaceH4_aime_2024_baseline_20260502_233914.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/baseline/results/gpt-5.4/HuggingFaceH4_aime_2024/compound/gpt-5.4_HuggingFaceH4_aime_2024_baseline_20260502_233914.json
gpt-5.4,HuggingFaceH4_aime_2024,baseline:perturb,correct,207,210,0.9857142857142858,0.0,0.9857142857142858,0.0,0.9588471765978211,0.9951299728436348,30,0.9857142857142858,0.9619047619047619,1.0,7,7,7.0,0,0,128000,,0.6,0.95,,,gpt-5.4_HuggingFaceH4_aime_2024_baseline_20260502_233914.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/baseline/results/gpt-5.4/HuggingFaceH4_aime_2024/perturb/gpt-5.4_HuggingFaceH4_aime_2024_baseline_20260502_233914.json
gpt-5.4,HuggingFaceH4_aime_2024,compound:d3,correct,229,240,0.9541666666666667,0.0,0.9541666666666667,0.0,0.9198052204282001,0.9742177846701916,30,0.9541666666666667,0.8833333333333333,1.0,8,8,8.0,0,0,,,,,,3,gpt-5.4_HuggingFaceH4_aime_2024_compound_20260322_211651.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/compound/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_compound_20260322_211651.json
gpt-5.4,HuggingFaceH4_aime_2024,interleaved_context_line,correct,234,240,0.975,0.0,0.975,0.0,0.9465400421995467,0.9884931924905143,30,0.975,0.9291666666666667,1.0,8,8,8.0,0,0,128000,,0.7,1.0,,,gpt-5.4_HuggingFaceH4_aime_2024_interleaved_context_line_20260502_181752.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_line/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_interleaved_context_line_20260502_181752.json
gpt-5.4,HuggingFaceH4_aime_2024,interleaved_context_symbol,correct,205,240,0.8541666666666666,0.0,0.8541666666666666,0.0,0.8039371300311199,0.8932367730272589,30,0.8541666666666666,0.75,0.9333333333333333,8,8,8.0,0,0,128000,,0.7,1.0,,,gpt-5.4_HuggingFaceH4_aime_2024_interleaved_context_symbol_20260502_181752.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_symbol/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_interleaved_context_symbol_20260502_181752.json
gpt-5.4,HuggingFaceH4_aime_2024,interleaved_context_word,correct,230,240,0.9583333333333334,0.0,0.9583333333333334,0.0,0.9250122267389824,0.9772128242777431,30,0.9583333333333334,0.8833333333333333,1.0,8,8,8.0,0,0,128000,,0.7,1.0,,,gpt-5.4_HuggingFaceH4_aime_2024_interleaved_context_word_20260502_181752.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_word/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_interleaved_context_word_20260502_181752.json
gpt-5.4,HuggingFaceH4_aime_2024,not_not,correct,235,240,0.9791666666666666,0.0,0.9791666666666666,0.0,0.9521659449970519,0.9910693356113429,30,0.9791666666666666,0.9375,1.0,8,8,8.0,0,0,128000,,0.7,1.0,,,gpt-5.4_HuggingFaceH4_aime_2024_not_not_20260502_181752.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/not_not/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_not_not_20260502_181752.json
gpt-5.4,HuggingFaceH4_aime_2024,opposites,correct,235,240,0.9791666666666666,0.0,0.9791666666666666,0.0,0.9521659449970519,0.9910693356113429,30,0.9791666666666666,0.9416666666666667,1.0,8,8,8.0,0,0,128000,,0.7,1.0,,,gpt-5.4_HuggingFaceH4_aime_2024_opposites_20260502_181752.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/opposites/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_opposites_20260502_181752.json
gpt-5.4,HuggingFaceH4_aime_2024,rail_fence,correct,219,240,0.9125,0.0,0.9125,0.0,0.8699439436313522,0.9420586022837009,30,0.9125,0.8333333333333334,0.9708333333333333,8,8,8.0,0,0,128000,,0.7,1.0,,,gpt-5.4_HuggingFaceH4_aime_2024_rail_fence_20260502_181752.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/rail_fence/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_rail_fence_20260502_181752.json
gpt-5.4,HuggingFaceH4_aime_2024,rectangle_perimeter,correct,232,240,0.9666666666666667,0.0,0.9666666666666667,0.0,0.9356144031625503,0.983014739690843,30,0.9666666666666667,0.9041666666666667,1.0,8,8,8.0,0,0,128000,,0.7,1.0,,,gpt-5.4_HuggingFaceH4_aime_2024_rectangle_perimeter_20260502_181752.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/rectangle_perimeter/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_rectangle_perimeter_20260502_181752.json
gpt-5.4,HuggingFaceH4_aime_2024,sentence_reversal,correct,238,240,0.9916666666666667,0.0,0.9916666666666667,0.0,0.9701296537265586,0.997711764636838,30,0.9916666666666667,0.975,1.0,8,8,8.0,0,0,128000,,0.7,1.0,,,gpt-5.4_HuggingFaceH4_aime_2024_sentence_reversal_20260502_181752.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/sentence_reversal/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_sentence_reversal_20260502_181752.json
gpt-5.4,HuggingFaceH4_aime_2024,snake_horizontal,correct,234,240,0.975,0.0,0.975,0.0,0.9465400421995467,0.9884931924905143,30,0.975,0.9291666666666667,1.0,8,8,8.0,0,0,128000,,0.7,1.0,,,gpt-5.4_HuggingFaceH4_aime_2024_snake_horizontal_20260502_181752.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/snake_horizontal/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_snake_horizontal_20260502_181752.json
gpt-5.4,HuggingFaceH4_aime_2024,snake_vertical,correct,221,240,0.9208333333333333,0.0,0.9208333333333333,0.0,0.8796714718719179,0.9487351658798029,30,0.9208333333333333,0.8333333333333334,0.9875,8,8,8.0,0,0,128000,,0.7,1.0,,,gpt-5.4_HuggingFaceH4_aime_2024_snake_vertical_20260502_181752.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/snake_vertical/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_snake_vertical_20260502_181752.json
gpt-5.4,HuggingFaceH4_aime_2024,split_reversal,correct,235,240,0.9791666666666666,0.0,0.9791666666666666,0.0,0.9521659449970519,0.9910693356113429,30,0.9791666666666666,0.9416666666666667,1.0,8,8,8.0,0,0,128000,,0.7,1.0,,,gpt-5.4_HuggingFaceH4_aime_2024_split_reversal_20260502_181752.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/split_reversal/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_split_reversal_20260502_181752.json
gpt-5.4,HuggingFaceH4_aime_2024,word_reversal,correct,233,240,0.9708333333333333,0.0,0.9708333333333333,0.0,0.9410297384352175,0.9858014503365096,30,0.9708333333333333,0.9166666666666666,1.0,8,8,8.0,1,0,128000,,0.7,1.0,,,gpt-5.4_HuggingFaceH4_aime_2024_word_reversal_20260502_181752.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/word_reversal/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_word_reversal_20260502_181752.json
gpt-5.4,HuggingFaceH4_aime_2024,wrappers,correct,234,240,0.975,0.0,0.975,0.0,0.9465400421995467,0.9884931924905143,30,0.975,0.925,1.0,8,8,8.0,0,0,128000,,0.7,1.0,,,gpt-5.4_HuggingFaceH4_aime_2024_wrappers_20260502_181752.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/wrappers/results/gpt-5.4/HuggingFaceH4_aime_2024/gpt-5.4_HuggingFaceH4_aime_2024_wrappers_20260502_181752.json
gpt-5.4,MathArena_aime_2025,baseline:compound,correct,238,240,0.9916666666666667,0.0,0.9916666666666667,0.0,0.9701296537265586,0.997711764636838,30,0.9916666666666667,0.9791666666666666,1.0,8,8,8.0,0,0,,,,,,,gpt-5.4_MathArena_aime_2025_baseline_20260428_120542.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/baseline/results/gpt-5.4/MathArena_aime_2025/compound/gpt-5.4_MathArena_aime_2025_baseline_20260428_120542.json
gpt-5.4,MathArena_aime_2025,baseline:perturb,correct,238,240,0.9916666666666667,0.0,0.9916666666666667,0.0,0.9701296537265586,0.997711764636838,30,0.9916666666666667,0.9791666666666666,1.0,8,8,8.0,0,0,,,,,,,gpt-5.4_MathArena_aime_2025_baseline_20260428_120542.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/baseline/results/gpt-5.4/MathArena_aime_2025/perturb/gpt-5.4_MathArena_aime_2025_baseline_20260428_120542.json
gpt-5.4,MathArena_aime_2025,compound:d3,correct,207,210,0.9857142857142858,0.0,0.9857142857142858,0.0,0.9588471765978211,0.9951299728436348,30,0.9857142857142858,0.9571428571428572,1.0,7,7,7.0,1,0,,,,,,3,gpt-5.4_MathArena_aime_2025_compound_20260501_184831.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/compound/results/gpt-5.4/MathArena_aime_2025/gpt-5.4_MathArena_aime_2025_compound_20260501_184831.json
gpt-5.4,MathArena_aime_2025,interleaved_context_line,correct,209,210,0.9952380952380953,0.0,0.9952380952380953,0.0,0.9735236503748348,0.9991589333693947,30,0.9952380952380953,0.9857142857142858,1.0,7,7,7.0,0,0,,,,,,,gpt-5.4_MathArena_aime_2025_interleaved_context_line_20260501_100447.json,/home/golikovp/Robust-Reasoning-Benchmark/experiments/interleaved_context_line/results/gpt-5.4/MathArena_aime_2025/gpt-5.4_MathArena_aime_2025_interleaved_context_line_20260501_100447.json
